  1  0.591
  1  0.779
  1  0.688
  1  0.895
  1  0.685
  0  0.605
  1  0.709
  1  0.578
  0  0.637
  1  0.699
  0  0.772
  1  0.541
  1  0.967
  1  0.613
  0  0.573
  1  0.811
  1  0.677
  1  0.676
  1  0.745
  1  0.556
  1  0.710
  1  0.776
  1  0.598
  1  0.579
  1  0.548
  1  0.750
  1  0.602
  1  0.645
  0  0.853
  1  0.618
  1  0.854
  0  0.741
  1  0.635
  1  0.649
  1  0.605
  1  0.804
  1  0.609
  1  0.633
  1  0.571
  1  0.725
  1  0.536
  0  0.852
  1  0.694
  1  0.548
  1  0.648
  1  0.821
  1  0.661
  1  0.722
  0  0.581
  1  0.828
  1  0.651
  1  0.612
  1  0.550
  1  0.631
  1  0.870
  1  0.555
  1  0.734
  1  0.980
  1  0.990
  1  0.874
  1  0.837
  1  0.648
  0  0.745
  1  0.625
  1  0.525
  1  0.750
  0  0.707
  1  0.610
  1  0.556
  1  0.643
  1  0.541
  1  0.654
  1  0.683
  1  0.643
  1  0.943
  1  0.711
  1  0.859
  0  0.626
  1  0.572
  1  0.845
  1  0.667
  1  0.538
  1  0.669
  1  0.574
  1  0.564
  1  0.978
  1  0.639
  1  0.749
  1  0.678
  1  0.615
  0  0.768
  1  0.676
  1  0.563
  1  0.581
  1  0.618
  1  0.538
  1  0.617
  1  0.652
  0  0.709
  1  0.599
  1  0.691
  1  0.538
  1  0.586
  1  0.719
  1  0.737
  1  0.564
  1  0.578
  1  0.539
  1  0.557
  0  0.795
  0  0.793
  1  0.553
  1  0.697
  1  0.761
  1  0.583
  1  0.545
  1  0.692
  1  0.722
  1  0.805
  1  0.620
  1  0.574
  1  0.694
  0  0.636
  0  0.583
  0  0.631
  1  0.596
  1  0.932
  1  0.700
  1  0.630
  1  0.810
  1  0.646
  1  0.879
  1  0.966
  1  0.643
  1  0.588
  1  0.692
  1  0.622
  1  0.735
  1  0.855
  1  0.608
  1  0.571
  1  0.761
  0  0.907
  1  0.713
  1  0.699
  1  0.662
  1  0.757
  0  0.556
  1  0.884
  1  0.567
  1  0.797
  1  0.679
  1  0.980
  1  0.716
  1  0.582
  0  0.650
  1  0.641
  1  0.693
  1  0.559
  1  1.017
  1  0.617
  1  0.689
  1  0.719
  1  0.581
  0  0.671
  1  0.570
  1  0.591
  0  0.909
  1  0.647
  1  0.585
  0  0.782
  1  0.520
  1  0.527
  1  0.648
  1  0.686
  1  1.073
  1  0.665
  1  0.737
  1  0.601
  1  0.640
  0  0.548
  1  0.611
  1  1.034
  1  0.561
  1  0.957
  1  0.531
  0  0.580
  1  1.145
  1  0.837
  1  0.731
  1  0.550
  1  0.700
  1  0.833
  1  0.863
  0  0.609
  0  0.644
  1  0.679
  0  0.532
  1  0.721
  1  0.674
