  1  0.686
  1  0.683
  1  0.548
  1  0.589
  1  0.530
  1  0.976
  0  0.611
  1  0.861
  0  0.593
  1  1.237
  1  0.558
  1  0.619
  1  0.560
  1  0.838
  0  0.658
  1  0.976
  0  0.548
  1  0.643
  1  0.808
  1  0.680
  1  0.595
  1  0.677
  1  0.841
  1  0.592
  1  0.739
  1  0.532
  0  0.622
  0  0.659
  0  0.875
  1  0.617
  1  0.702
  1  0.696
  1  0.679
  0  0.565
  1  0.613
  1  0.665
  1  1.022
  1  0.565
  1  0.720
  1  0.936
  1  0.738
  1  0.591
  1  0.610
  1  0.725
  1  0.555
  1  0.672
  1  0.738
  1  0.582
  1  0.601
  1  0.606
  1  0.743
  1  1.100
  1  0.684
  0  0.600
  0  0.536
  1  0.826
  1  0.753
  1  1.002
  1  0.531
  1  0.697
  0  0.742
  1  0.599
  1  0.731
  0  1.300
  1  0.571
  0  0.798
  1  0.726
  1  0.611
  1  1.394
  1  0.580
  1  0.600
  1  0.597
  1  0.773
  1  0.657
  1  0.985
  1  0.616
  1  0.548
  1  1.223
  1  0.951
  1  0.603
  1  0.532
  1  0.586
  1  0.833
  0  0.655
  1  0.621
  1  0.567
  1  0.534
  1  0.800
  0  0.604
  1  0.579
  1  0.590
  1  0.647
  1  0.768
  1  0.589
  1  0.907
  1  0.593
  1  0.696
  1  0.592
  1  0.642
  1  0.673
  0  0.689
  1  0.652
  1  0.574
  1  0.634
  1  0.797
  1  0.552
  0  0.551
  1  0.543
  1  0.534
  1  0.651
  1  0.547
  1  0.535
  1  0.780
  0  0.715
  1  0.787
  1  0.563
  1  0.554
  0  0.573
  1  0.661
  1  0.538
  1  0.821
  1  0.634
  1  0.861
  1  0.636
  1  0.613
  1  0.676
  1  0.705
  1  0.572
  1  0.623
  1  0.537
  1  0.743
  1  0.528
  1  0.605
  1  0.583
  0  0.728
  1  0.575
  0  1.100
  1  0.700
  1  0.592
  1  0.851
  1  0.568
  1  0.788
  0  0.564
  1  0.713
  1  0.593
  1  0.942
  1  0.650
  0  0.704
  0  0.693
  1  0.604
  1  0.587
  1  0.667
  1  0.628
  1  0.575
  1  0.548
  1  0.715
  1  0.617
  0  0.617
  1  0.819
  1  0.562
  1  0.705
  1  0.575
  1  0.580
  1  0.813
  1  0.566
  0  0.662
  1  0.590
  1  0.614
  1  0.654
  1  0.706
  1  0.835
  1  0.557
  1  0.684
  1  1.250
  1  0.611
  1  0.886
  0  0.837
  1  0.638
  1  0.653
  1  0.681
  1  0.571
  0  0.774
  1  0.625
  1  0.573
  1  0.680
  1  0.647
  1  0.613
  0  0.596
  1  0.685
  1  0.599
  1  1.031
  0  0.755
  1  0.690
  1  0.708
  1  0.740
  1  0.643
  1  0.594
  1  0.535
  1  0.730
  0  0.877
