  1  0.783
  1  0.578
  1  0.539
  1  0.737
  1  0.558
  1  0.562
  1  0.625
  1  0.523
  1  0.817
  1  0.635
  1  0.570
  1  0.571
  1  0.702
  1  0.602
  1  0.682
  1  0.661
  1  0.609
  1  0.603
  1  0.749
  1  0.668
  1  0.591
  1  1.054
  1  0.674
  1  0.647
  1  0.659
  0  0.783
  1  0.545
  1  0.571
  1  0.604
  1  0.662
  1  0.576
  1  0.667
  0  0.545
  0  0.581
  1  0.628
  1  0.603
  1  0.629
  1  0.577
  1  0.565
  1  0.897
  1  0.631
  1  0.774
  1  0.744
  1  0.594
  1  0.620
  1  0.707
  1  0.668
  1  0.763
  1  0.694
  1  0.938
  1  1.153
  1  0.595
  1  0.556
  1  0.841
  1  0.576
  0  0.772
  1  0.560
  1  0.745
  1  0.722
  1  1.091
  1  0.760
  1  0.586
  1  0.604
  0  0.720
  1  0.559
  1  0.672
  1  1.000
  1  0.628
  1  0.539
  0  1.030
  0  0.626
  1  0.750
  0  0.551
  1  0.910
  1  0.634
  1  0.714
  1  0.599
  1  0.698
  1  0.621
  1  0.566
  1  0.615
  1  0.711
  1  0.669
  1  0.784
  1  0.725
  1  0.930
  1  0.614
  1  0.596
  1  0.746
  1  0.648
  1  0.595
  1  0.679
  1  0.537
  1  0.595
  1  0.647
  1  0.565
  1  0.696
  1  0.561
  0  0.803
  1  0.564
  1  0.573
  1  0.869
  0  0.644
  1  0.573
  1  0.745
  1  0.602
  1  0.721
  1  0.715
  1  0.619
  1  0.675
  1  0.652
  1  0.662
  0  0.530
  0  0.670
  1  0.689
  1  0.770
  1  0.651
  1  0.589
  1  0.779
  1  0.599
  0  0.533
  1  0.585
  1  0.683
  1  0.623
  1  0.555
  0  0.661
  1  0.589
  0  0.876
  1  0.595
  1  0.559
  1  0.892
  1  0.732
  1  0.634
  1  0.622
  1  1.139
  1  0.644
  1  0.743
  1  0.725
  1  0.654
  0  0.634
  1  0.780
  1  0.637
  1  0.745
  1  0.697
  0  0.793
  1  0.654
  1  0.709
  1  0.601
  1  0.850
  1  0.527
  1  0.730
  1  0.898
  1  0.651
  1  0.763
  1  0.573
  1  0.574
  1  1.007
  1  0.665
  1  0.683
  1  0.602
  0  0.653
  1  0.683
  0  0.736
  0  0.776
  1  0.561
  0  0.672
  1  0.655
  1  0.666
  1  1.294
  1  0.719
  1  0.835
  1  0.622
  1  0.630
  1  0.724
  1  0.740
  1  0.721
  1  0.602
  1  0.932
  1  0.814
  1  0.723
  1  0.586
  1  0.525
  1  0.799
  1  0.625
  1  0.746
  1  0.627
  1  0.574
  0  1.000
  1  0.552
  1  0.565
  0  0.925
  0  0.761
  1  0.785
  1  0.558
  1  0.610
  0  0.829
  1  0.584
  1  0.814
  1  0.577
  1  0.639
