  1  0.622
  1  0.655
  1  0.689
  1  0.602
  1  0.647
  1  0.596
  1  0.704
  1  0.598
  1  0.894
  1  0.707
  1  0.779
  1  0.659
  1  0.910
  1  1.001
  1  0.611
  1  0.688
  0  0.737
  1  0.605
  1  0.612
  1  0.583
  1  0.561
  1  0.616
  1  1.159
  1  0.592
  1  0.619
  1  0.599
  1  0.560
  0  0.593
  1  0.535
  0  0.711
  1  0.574
  0  0.590
  1  0.562
  0  0.575
  1  0.537
  1  0.872
  0  0.585
  1  0.658
  1  0.743
  0  0.725
  1  0.705
  1  1.035
  1  0.580
  1  0.763
  1  0.604
  1  0.713
  1  0.585
  1  0.847
  0  0.600
  1  0.875
  1  0.573
  1  0.758
  1  0.657
  1  0.775
  1  0.749
  1  0.676
  1  0.535
  1  0.892
  0  0.616
  1  0.683
  1  0.856
  0  0.849
  1  0.584
  1  0.585
  1  0.570
  1  0.770
  1  0.846
  1  0.551
  1  0.584
  1  0.654
  1  0.599
  1  1.045
  1  0.569
  1  0.564
  1  0.606
  1  0.635
  1  0.636
  1  0.644
  1  0.636
  1  0.619
  1  0.892
  1  0.768
  1  0.727
  1  0.695
  0  0.581
  1  0.601
  1  0.801
  1  0.642
  1  0.562
  0  0.544
  1  0.682
  1  0.696
  0  1.091
  1  0.587
  1  0.534
  1  0.705
  1  0.874
  1  0.696
  1  0.734
  0  0.621
  1  1.096
  1  0.586
  1  0.704
  1  0.555
  1  0.691
  1  0.649
  1  0.643
  1  0.627
  1  0.588
  1  1.144
  1  0.825
  1  0.676
  1  0.590
  0  1.097
  0  0.619
  1  0.741
  1  0.570
  0  0.588
  1  0.638
  0  0.562
  1  0.874
  1  0.764
  1  0.723
  0  0.552
  0  0.623
  0  0.555
  0  0.845
  1  0.709
  1  0.575
  1  0.567
  1  0.632
  1  0.590
  0  0.616
  1  0.697
  1  0.868
  1  0.643
  1  0.659
  0  0.684
  1  0.602
  1  0.839
  1  1.279
  1  0.571
  1  0.711
  0  0.655
  1  0.715
  1  0.548
  0  0.652
  1  0.601
  1  0.675
  1  0.591
  1  0.590
  1  0.681
  1  0.733
  1  0.842
  1  0.667
  1  0.649
  1  0.696
  1  0.634
  1  0.535
  1  0.569
  0  0.561
  0  0.558
  1  0.675
  1  0.640
  1  0.528
  1  0.622
  0  0.924
  1  0.794
  1  0.577
  1  0.668
  0  0.597
  1  0.598
  1  0.851
  1  0.615
  0  0.579
  1  0.614
  1  1.032
  0  0.532
  1  0.736
  1  0.702
  1  0.688
  0  0.971
  1  0.553
  1  0.614
  1  0.629
  1  0.814
  1  0.610
  1  0.665
  1  0.643
  1  0.918
  1  0.671
  0  0.796
  1  0.897
  1  0.708
  0  0.790
  1  0.573
  1  0.598
  0  0.726
  1  0.680
  1  0.594
