  1  0.556
  0  0.560
  1  0.654
  1  0.592
  1  0.784
  1  0.670
  1  0.755
  1  0.660
  1  0.607
  1  0.694
  0  0.923
  1  0.594
  1  0.782
  1  0.614
  1  0.596
  1  0.614
  0  0.805
  1  0.552
  1  0.728
  1  0.698
  1  0.687
  1  1.003
  1  0.593
  1  0.658
  1  0.731
  1  0.663
  1  0.802
  1  0.552
  1  0.710
  0  0.540
  1  0.664
  1  0.638
  0  0.538
  1  0.855
  0  0.628
  0  0.641
  1  0.541
  1  1.057
  1  0.765
  1  0.801
  1  0.615
  1  0.593
  1  0.673
  1  0.722
  1  0.656
  1  0.599
  1  0.547
  1  0.631
  1  0.564
  1  0.884
  1  0.619
  1  1.076
  0  0.604
  1  0.738
  1  0.576
  1  0.566
  0  0.609
  1  0.705
  1  0.603
  1  0.729
  1  0.677
  1  0.728
  1  0.849
  1  0.842
  1  0.785
  1  0.647
  0  0.579
  1  0.527
  1  0.748
  1  0.552
  1  0.604
  1  0.821
  1  0.602
  1  0.604
  1  0.615
  1  0.592
  1  0.637
  1  0.569
  1  0.847
  1  0.583
  1  0.638
  1  0.575
  1  0.634
  1  0.532
  1  0.639
  0  0.599
  1  0.536
  0  0.658
  1  0.557
  1  0.727
  1  0.613
  1  0.733
  1  0.672
  1  0.608
  0  0.537
  1  1.013
  1  0.527
  1  0.734
  1  0.741
  1  0.611
  1  0.558
  1  1.004
  1  0.581
  1  0.673
  1  0.625
  1  0.734
  1  0.637
  1  0.781
  1  0.648
  1  0.903
  0  0.578
  1  0.546
  1  0.877
  1  0.618
  1  0.592
  0  0.975
  1  0.692
  1  0.671
  1  0.563
  1  0.607
  1  0.602
  1  0.552
  1  0.631
  1  0.717
  1  0.723
  1  0.567
  1  0.575
  1  0.991
  1  0.758
  1  0.748
  1  0.887
  1  0.678
  1  0.770
  1  0.800
  1  0.765
  0  0.554
  1  0.654
  1  0.666
  1  0.824
  1  1.599
  1  0.631
  0  0.840
  0  0.555
  1  0.832
  1  0.621
  1  0.568
  1  0.645
  1  0.745
  1  0.593
  1  0.634
  1  0.840
  1  0.573
  1  0.710
  1  0.572
  1  0.689
  1  0.800
  1  0.539
  1  0.572
  1  0.577
  1  1.154
  1  0.595
  0  0.566
  0  0.833
  1  0.594
  1  0.689
  0  0.624
  1  0.600
  1  0.785
  1  0.571
  0  1.259
  1  0.679
  1  0.811
  1  0.556
  1  0.799
  0  0.786
  1  0.798
  1  0.657
  1  0.809
  0  0.650
  1  0.562
  1  0.562
  1  0.628
  1  0.613
  1  0.567
  1  0.532
  1  0.546
  1  0.627
  1  0.779
  1  0.549
  1  0.574
  1  0.625
  1  0.614
  1  0.891
  0  0.667
  1  0.662
  0  0.816
  1  0.789
  1  0.543
  1  0.591
  0  0.541
