  1  0.700
  1  0.762
  1  0.657
  1  0.675
  0  0.529
  1  0.596
  1  1.241
  1  1.113
  1  0.854
  1  0.602
  1  0.778
  1  0.628
  1  0.522
  1  0.638
  1  0.565
  1  0.689
  1  0.912
  1  0.798
  1  0.606
  1  0.746
  1  0.609
  1  0.663
  0  0.872
  1  0.577
  1  0.541
  1  0.651
  1  0.802
  1  0.629
  1  1.110
  1  0.596
  1  0.537
  1  0.627
  0  0.852
  1  0.674
  1  0.790
  1  0.792
  1  0.669
  1  0.588
  1  0.572
  1  0.681
  1  0.738
  0  0.551
  0  0.616
  1  0.596
  1  0.535
  1  0.529
  1  0.768
  1  0.579
  0  0.567
  1  0.697
  0  0.536
  1  0.691
  1  0.709
  1  0.614
  1  0.575
  1  0.605
  1  0.635
  1  0.584
  1  0.960
  1  0.702
  1  0.658
  0  0.670
  1  0.776
  0  0.897
  1  0.705
  1  0.687
  1  0.606
  0  0.659
  1  0.566
  0  0.574
  1  0.716
  0  0.611
  0  0.789
  1  0.593
  1  0.841
  1  0.577
  1  0.634
  1  0.968
  1  0.654
  1  0.614
  1  0.682
  1  0.983
  1  0.780
  1  0.966
  1  1.116
  1  0.637
  1  0.657
  1  0.571
  1  0.710
  1  0.625
  1  0.541
  1  1.042
  0  0.705
  1  0.606
  1  0.569
  1  0.623
  0  0.535
  1  0.650
  1  0.696
  1  0.797
  1  0.723
  1  0.906
  1  0.853
  1  0.648
  1  0.634
  1  0.566
  1  0.526
  1  0.650
  1  0.534
  1  0.557
  1  1.047
  1  0.841
  1  0.675
  1  0.709
  1  0.727
  1  0.546
  1  0.823
  1  0.893
  1  0.689
  1  0.576
  1  0.634
  1  0.674
  1  0.690
  1  0.649
  1  0.662
  1  0.533
  1  0.635
  1  0.675
  1  0.652
  1  0.576
  1  0.716
  1  0.547
  1  0.987
  1  0.593
  1  0.594
  1  0.713
  1  0.528
  1  0.609
  1  0.688
  1  0.897
  1  0.650
  1  0.584
  1  0.599
  1  0.607
  0  0.650
  0  0.690
  1  0.670
  1  0.558
  1  0.780
  1  0.756
  1  0.731
  1  0.758
  1  0.637
  1  0.754
  1  0.657
  1  0.653
  0  0.639
  1  0.843
  1  0.661
  1  1.054
  0  0.640
  1  0.737
  1  0.883
  1  0.770
  1  0.679
  1  0.520
  1  0.625
  1  0.605
  1  0.637
  1  0.902
  1  0.561
  1  0.742
  1  0.651
  0  0.561
  1  0.664
  1  0.789
  1  0.617
  1  0.639
  1  0.709
  1  0.742
  1  0.956
  1  0.899
  1  0.851
  1  0.613
  1  1.058
  0  0.691
  1  1.020
  1  0.604
  0  0.540
  1  1.136
  0  0.811
  1  1.252
  1  0.648
  0  0.628
  1  0.561
  1  0.742
  1  0.646
  1  0.603
  1  0.578
  1  0.591
