1 0 0.589
1 0 0.619
1 0 0.591
1 0 0.626
1 0 0.895
1 0 0.567
1 0 0.59
1 0 0.597
1 0 0.66
1 0 0.684
1 0 0.573
1 0 0.571
1 0 0.7
1 0 0.554
1 0 0.589
1 0 0.602
1 0 0.525
1 0 0.605
1 0 0.53
1 0 0.583
1 0 0.538
1 0 0.582
1 0 0.791
1 0 0.631
1 0 0.757
1 0 0.563
1 0 0.696
1 0 0.59
1 0 0.531
1 0 1.175
1 0 0.528
1 0 0.926
1 0 0.797
1 0 0.528
1 0 0.805
1 0 0.568
1 0 0.603
1 0 0.789
1 0 0.93
1 0 0.574
2 0 0.572
2 0 0.625
2 0 0.575
2 0 0.637
2 0 1.104
2 1 0.562
2 0 0.573
2 0 0.586
2 0 0.696
2 0 0.738
2 0 0.527
2 1 0.54
2 0 0.764
2 1 0.637
2 0 0.571
2 0 0.595
2 1 0.845
2 0 0.6
2 1 0.816
2 0 0.559
2 1 0.756
2 0 0.558
2 0 0.922
2 0 0.645
2 0 0.863
2 1 0.585
2 0 0.758
2 0 0.574
2 1 0.811
2 0 1.59
2 1 0.831
2 0 1.156
2 0 0.934
2 1 0.826
2 0 0.947
2 1 0.558
2 0 0.597
2 0 0.92
2 0 1.164
2 0 0.534
3 1 0.674
3 1 0.611
3 1 0.67
3 1 0.6
3 0 0.92
3 1 0.752
3 1 0.673
3 1 0.654
3 1 0.557
3 0 0.539
3 1 0.73
3 1 0.738
3 0 0.577
3 1 0.821
3 1 0.676
3 1 0.644
3 1 1.029
3 1 0.638
3 1 1
3 1 0.693
3 1 0.94
3 1 0.696
3 0 0.738
3 1 0.593
3 0 0.679
3 1 0.771
3 0 0.57
3 1 0.672
3 1 0.995
3 0 1.406
3 1 1.015
3 0 0.972
3 0 0.75
3 1 1.01
3 0 0.763
3 1 0.749
3 1 0.641
3 0 0.736
3 0 0.98
3 1 0.726
4 1 0.594
4 1 0.687
4 1 0.573
4 1 0.547
4 1 0.574
4 1 0.604
4 1 0.604
4 1 0.558
4 0 0.597
4 1 0.685
4 1 0.537
4 1 0.671
4 1 0.69
4 1 0.647
4 1 0.558
4 1 0.559
4 1 0.553
4 1 0.603
4 1 0.631
4 1 0.55
4 1 0.666
4 1 0.739
4 1 0.54
4 1 0.598
4 1 0.707
4 1 0.591
4 1 0.629
4 1 0.588
4 1 0.692
4 1 0.7
4 1 0.64
4 1 0.63
4 1 0.524
4 1 0.582
4 1 0.663
4 1 0.6
4 1 0.546
4 1 0.744
4 1 0.586
4 1 0.746
