1 0 0.642
1 0 0.57
1 0 0.68
1 0 0.76
1 0 0.677
1 0 0.628
1 0 0.628
1 0 0.72
1 0 0.917
1 0 0.57
1 0 0.807
1 0 0.577
1 0 0.568
1 0 0.59
1 0 0.719
1 0 0.716
1 0 0.738
1 0 0.628
1 0 0.601
1 0 0.75
1 0 0.579
1 0 0.552
1 0 0.791
1 0 0.635
1 0 0.562
1 0 0.645
1 0 0.603
1 0 0.65
1 0 0.568
1 0 0.565
1 0 0.594
1 0 0.602
1 0 0.855
1 0 0.662
1 0 0.581
1 0 0.632
1 0 0.766
1 0 0.551
1 0 0.654
1 0 0.551
2 0 0.664
2 1 0.548
2 0 0.73
2 0 0.869
2 0 0.725
2 0 0.639
2 0 0.64
2 0 0.799
2 0 1.141
2 1 0.542
2 0 0.951
2 0 0.545
2 1 0.556
2 0 0.573
2 0 0.797
2 0 0.792
2 0 0.831
2 0 0.641
2 0 0.594
2 0 0.851
2 0 0.551
2 1 0.649
2 0 0.923
2 0 0.652
2 1 0.591
2 0 0.67
2 0 0.596
2 0 0.679
2 1 0.56
2 1 0.577
2 0 0.581
2 0 0.595
2 0 1.034
2 0 0.698
2 0 0.554
2 0 0.648
2 0 0.879
2 1 0.658
2 0 0.684
2 1 0.66
3 1 0.58
3 1 0.742
3 1 0.527
3 0 0.685
3 1 0.534
3 1 0.599
3 1 0.598
3 0 0.615
3 0 0.957
3 1 0.739
3 0 0.767
3 1 0.714
3 1 0.748
3 1 0.672
3 0 0.612
3 0 0.607
3 0 0.646
3 1 0.597
3 1 0.645
3 0 0.667
3 1 0.706
3 1 0.833
3 0 0.739
3 1 0.588
3 1 0.777
3 1 0.575
3 1 0.642
3 1 0.569
3 1 0.75
3 1 0.764
3 1 0.661
3 1 0.644
3 0 0.85
3 1 0.556
3 1 0.701
3 1 0.592
3 0 0.695
3 1 0.842
3 1 0.565
3 1 0.844
4 1 0.591
4 0 0.542
4 1 0.735
4 1 0.682
4 1 0.682
4 1 0.775
4 1 0.553
4 1 0.627
4 1 0.599
4 1 0.824
4 1 0.592
4 1 0.544
4 1 0.64
4 1 0.554
4 1 0.643
4 1 0.616
4 1 0.583
4 0 0.568
4 1 0.733
4 1 0.568
4 1 0.576
4 1 0.615
4 1 0.552
4 1 0.869
4 1 0.74
4 1 0.689
4 0 0.692
4 1 0.71
4 1 0.6
4 1 0.639
4 1 0.614
4 1 0.65
4 1 0.718
4 0 0.561
4 1 0.703
4 1 0.681
4 1 0.594
4 1 0.944
4 1 0.673
4 1 0.536
